customer_id,tenure_months,monthly_charges,support_tickets,contract,payment_method,churned,account_closed_flag
C00549,28,96.48,3,month-to-month,card,0,0
C00550,23,86.19,2,month-to-month,electronic_check,1,1
C00551,52,36.56,1,two-year,bank_transfer,0,0
C00552,33,50.94,0,two-year,card,0,0
C00553,7,114.47,3,month-to-month,mail,1,1
C00554,48,77.96,4,two-year,card,0,0
C00555,53,70.1,0,month-to-month,card,0,0
C00556,6,96.4,2,two-year,card,0,0
C00557,56,131.32,1,month-to-month,card,0,0
C00558,39,102.41,1,one-year,bank_transfer,0,0
C00559,60,73.49,1,month-to-month,bank_transfer,0,0
C00560,62,78.87,4,month-to-month,card,1,1
C00561,49,85.43,3,month-to-month,mail,1,1
C00562,25,54.68,1,month-to-month,mail,0,0
C00563,27,43.53,0,month-to-month,card,0,0
C00564,53,71.31,1,month-to-month,card,1,1
C00565,5,46.32,1,month-to-month,mail,0,0
C00566,17,,3,month-to-month,electronic_check,0,0
C00567,38,72.4,1,one-year,card,0,0
C00568,68,128.53,0,two-year,card,0,0
C00569,55,48.72,2,two-year,electronic_check,0,0
C00570,59,66.96,2,one-year,card,0,0
C00571,14,65.89,1,month-to-month,mail,0,0
C00572,21,,2,one-year,mail,0,0
C00573,20,96.17,2,month-to-month,electronic_check,0,0
C00574,54,57.74,0,month-to-month,,0,0
C00575,39,49.47,1,month-to-month,electronic_check,0,0
C00576,16,28.98,2,month-to-month,mail,1,1
C00577,54,46.84,3,month-to-month,bank_transfer,1,1
C00578,46,83.41,1,month-to-month,bank_transfer,0,0
C00579,65,71.14,2,month-to-month,bank_transfer,1,1
C00580,41,,0,month-to-month,card,1,1
C00581,10,60.68,1,month-to-month,mail,1,1
C00582,64,70.79,2,month-to-month,card,0,0
C00583,14,82.59,0,two-year,bank_transfer,0,0
C00584,4,55.17,1,one-year,bank_transfer,1,1
C00585,58,63.74,1,month-to-month,electronic_check,0,0
C00586,33,24.54,2,one-year,electronic_check,0,0
C00587,47,41.22,1,one-year,electronic_check,0,0
C00588,10,110.44,4,month-to-month,card,1,1
C00589,52,15.3,0,month-to-month,mail,0,0
C00590,30,61.55,2,month-to-month,mail,1,1
C00591,72,,0,month-to-month,,0,0
C00592,46,60.64,1,two-year,electronic_check,0,0
C00593,68,49.8,4,month-to-month,card,1,1
C00594,58,68.47,2,month-to-month,electronic_check,0,0
C00595,61,69.88,1,month-to-month,mail,0,0
C00596,7,67.95,1,one-year,mail,1,1
C00597,56,23.06,2,month-to-month,electronic_check,0,0
C00598,44,66.31,4,month-to-month,bank_transfer,0,0
C00599,29,48.62,0,two-year,electronic_check,0,0
C00600,23,56.31,0,one-year,electronic_check,0,0
C00601,47,75.67,4,one-year,electronic_check,0,0
C00602,15,86.02,2,month-to-month,mail,1,1
C00603,14,92.42,4,month-to-month,mail,1,1
C00604,63,57.59,4,month-to-month,electronic_check,0,0
C00605,55,93.1,3,month-to-month,mail,1,1
C00606,43,99.34,0,month-to-month,card,0,0
C00607,55,,3,month-to-month,electronic_check,0,0
C00608,24,104.74,2,two-year,card,1,1
C00609,52,66.36,0,two-year,,0,0
C00610,15,65.65,3,month-to-month,card,0,0
C00611,33,90.63,2,two-year,mail,0,0
C00612,11,35.84,1,month-to-month,electronic_check,1,1
C00613,28,75.24,3,month-to-month,card,1,1
C00614,25,56.74,3,two-year,electronic_check,0,0
C00615,31,60.78,0,two-year,mail,0,0
C00616,35,26.46,1,month-to-month,mail,0,0
C00617,3,47.74,0,one-year,card,0,0
C00618,25,69.49,0,month-to-month,,1,1
C00619,61,92.21,3,two-year,mail,0,0
C00620,32,94.75,0,month-to-month,card,0,0
C00621,40,,5,month-to-month,electronic_check,1,1
C00622,8,65.27,2,month-to-month,electronic_check,1,1
C00623,28,49.23,3,one-year,card,0,0
C00624,70,80.06,2,one-year,card,0,0
C00625,40,63.81,2,two-year,mail,0,0
C00626,2,85.15,1,month-to-month,mail,0,0
C00627,52,113.79,0,two-year,,0,0
C00628,56,69.19,3,two-year,mail,0,0
C00629,28,32.57,0,one-year,card,0,0
C00630,3,48.48,2,month-to-month,card,1,1
C00631,60,33.55,2,month-to-month,mail,0,0
C00632,19,40.07,2,month-to-month,card,0,0
C00633,67,102.63,1,month-to-month,electronic_check,0,0
C00634,27,75.67,2,one-year,electronic_check,0,0
C00635,28,32.0,0,month-to-month,bank_transfer,0,0
C00636,58,86.34,3,month-to-month,bank_transfer,0,0
C00637,10,101.51,3,month-to-month,mail,1,1
C00638,3,61.0,1,one-year,mail,0,0
C00639,55,53.1,0,month-to-month,card,0,0
C00640,67,61.57,2,one-year,electronic_check,0,0
C00641,72,77.12,1,one-year,card,0,0
C00642,10,86.0,2,month-to-month,card,1,1
C00643,11,99.56,2,one-year,mail,1,1
C00644,25,100.31,1,month-to-month,electronic_check,1,1
C00645,52,99.64,0,month-to-month,card,0,0
C00646,66,104.05,1,one-year,bank_transfer,0,0
C00647,60,86.53,1,month-to-month,mail,0,0
C00648,27,31.73,1,month-to-month,mail,0,0
C00649,67,66.73,1,one-year,card,0,0
C00650,19,,4,two-year,card,0,0
C00651,9,60.42,2,two-year,mail,0,0
C00652,32,92.78,1,one-year,mail,0,0
C00653,7,60.99,1,two-year,bank_transfer,1,1
C00654,49,46.86,0,month-to-month,mail,1,1
C00655,72,106.11,0,two-year,electronic_check,0,0
C00656,8,86.65,1,month-to-month,mail,1,1
C00657,9,75.48,1,two-year,electronic_check,0,0
C00658,13,,1,one-year,electronic_check,0,0
C00659,13,96.56,1,month-to-month,bank_transfer,1,1
C00660,39,78.53,3,one-year,mail,0,0
C00661,42,15.0,1,two-year,electronic_check,0,0
C00662,69,53.11,0,month-to-month,card,0,0
C00663,33,58.59,1,one-year,electronic_check,0,0
C00664,67,45.39,2,month-to-month,bank_transfer,0,0
C00665,55,74.97,0,one-year,card,0,0
C00666,62,99.81,1,month-to-month,card,0,0
C00667,14,57.88,1,one-year,mail,0,0
C00668,33,41.63,1,month-to-month,,1,1
C00669,66,120.7,1,month-to-month,mail,0,0
C00670,55,58.71,1,two-year,mail,0,0
C00671,16,39.18,1,month-to-month,card,1,1
C00672,61,75.94,1,two-year,electronic_check,0,0
C00673,56,80.64,1,month-to-month,card,0,0
C00674,11,52.37,1,month-to-month,electronic_check,0,0
C00675,5,89.76,1,two-year,bank_transfer,0,0
C00676,19,57.82,1,month-to-month,mail,0,0
C00677,35,46.93,2,one-year,mail,1,1
C00678,12,74.46,2,two-year,electronic_check,0,0
C00679,3,89.27,0,two-year,electronic_check,1,1
C00680,8,54.15,2,one-year,card,0,0
C00681,23,78.27,0,month-to-month,bank_transfer,0,0
C00682,29,,4,month-to-month,electronic_check,0,0
C00683,23,140.61,5,month-to-month,mail,0,0
C00684,33,52.29,0,month-to-month,bank_transfer,0,0
C00685,52,104.6,1,month-to-month,card,0,0
C00686,18,68.69,3,month-to-month,bank_transfer,1,1
C00687,33,66.83,0,month-to-month,electronic_check,0,0
C00688,53,88.04,1,one-year,bank_transfer,0,0
C00689,5,92.35,0,month-to-month,mail,0,0
C00690,68,101.68,0,one-year,card,0,0
C00691,72,78.22,2,month-to-month,card,0,0
C00692,21,54.99,1,one-year,electronic_check,0,0
C00693,64,56.56,2,one-year,electronic_check,0,0
C00694,19,82.74,2,month-to-month,electronic_check,0,0
C00695,66,84.52,3,one-year,electronic_check,0,0
C00696,48,104.95,0,one-year,electronic_check,1,1
C00697,18,,3,two-year,mail,0,0
C00698,5,96.5,2,one-year,bank_transfer,0,0
C00699,29,107.92,4,two-year,bank_transfer,0,0
C00700,54,74.12,2,two-year,bank_transfer,0,0
C00701,17,32.86,1,one-year,bank_transfer,0,0
C00702,38,40.52,3,month-to-month,bank_transfer,0,0
C00703,9,34.05,5,month-to-month,mail,1,1
C00704,31,109.79,1,month-to-month,card,0,0
C00705,3,48.81,3,one-year,card,0,0
C00706,72,100.8,0,one-year,mail,0,0
C00707,37,84.64,2,two-year,mail,0,0
C00708,61,112.88,1,month-to-month,card,0,0
C00709,9,95.08,2,month-to-month,bank_transfer,1,1
C00710,13,67.44,2,one-year,electronic_check,1,1
C00711,13,65.0,0,one-year,bank_transfer,1,1
C00712,41,72.13,1,month-to-month,card,0,0
C00713,62,74.38,1,month-to-month,mail,1,1
C00714,44,56.73,1,month-to-month,card,0,0
C00715,35,69.18,2,month-to-month,bank_transfer,0,0
C00716,68,110.23,1,month-to-month,electronic_check,0,0
C00717,14,27.45,1,month-to-month,card,1,1
C00718,12,76.46,1,month-to-month,electronic_check,1,1
C00719,49,47.33,2,month-to-month,,1,1
C00720,62,74.68,1,month-to-month,mail,0,0
C00721,20,91.0,1,month-to-month,electronic_check,1,1
C00722,19,68.56,2,month-to-month,mail,0,0
C00723,38,89.32,3,one-year,electronic_check,1,1
C00724,57,30.25,1,one-year,bank_transfer,0,0
C00725,21,97.67,2,one-year,card,1,1
C00726,60,54.92,4,month-to-month,,0,0
C00727,38,85.56,2,month-to-month,bank_transfer,0,0
C00728,51,74.56,2,month-to-month,mail,1,1
C00729,46,15.0,0,month-to-month,bank_transfer,1,1
C00730,35,51.1,1,two-year,bank_transfer,0,0
C00731,39,75.51,1,two-year,mail,0,0
C00732,72,108.85,3,one-year,mail,0,0
C00733,29,77.18,0,one-year,bank_transfer,0,0
C00734,69,76.44,3,one-year,electronic_check,0,0
C00735,57,34.68,2,two-year,electronic_check,0,0
C00736,14,105.78,0,month-to-month,mail,0,0
C00737,63,115.18,1,two-year,mail,0,0
C00738,28,70.71,1,one-year,bank_transfer,0,0
C00739,13,64.51,1,month-to-month,card,0,0
C00740,19,29.52,1,month-to-month,card,0,0
C00741,10,92.08,2,month-to-month,mail,1,1
C00742,25,137.56,3,month-to-month,mail,1,1
C00743,9,,0,two-year,bank_transfer,0,0
C00744,40,101.59,0,one-year,mail,0,0
C00745,71,83.55,3,month-to-month,electronic_check,0,0
C00746,70,45.37,0,month-to-month,electronic_check,0,0
C00747,68,103.42,1,month-to-month,bank_transfer,0,0
C00748,18,39.14,2,month-to-month,card,0,0
C00749,17,64.73,2,month-to-month,electronic_check,0,0
C00750,49,76.97,1,one-year,card,0,0
C00751,70,92.07,2,month-to-month,electronic_check,0,0
C00752,60,80.4,0,one-year,bank_transfer,0,0
C00753,15,79.67,0,month-to-month,electronic_check,1,1
C00754,54,50.96,2,two-year,card,0,0
C00755,37,,2,one-year,mail,0,0
C00756,32,71.54,1,month-to-month,electronic_check,0,0
C00757,36,52.25,1,one-year,bank_transfer,0,0
C00758,40,37.31,1,month-to-month,electronic_check,0,0
C00759,66,38.35,2,month-to-month,card,0,0
C00760,58,57.75,1,month-to-month,mail,0,0
C00761,3,23.69,1,month-to-month,mail,0,0
C00762,55,36.31,1,month-to-month,mail,0,0
C00763,23,29.12,5,month-to-month,electronic_check,1,1
C00764,25,74.56,2,month-to-month,mail,0,0
C00765,44,80.2,2,two-year,electronic_check,0,0
C00766,71,120.18,4,month-to-month,mail,0,0
C00767,5,32.56,0,month-to-month,electronic_check,0,0
C00768,37,53.01,0,month-to-month,bank_transfer,0,0
C00769,18,92.82,2,month-to-month,card,0,0
C00770,66,,0,month-to-month,card,0,0
C00771,34,61.83,2,month-to-month,bank_transfer,0,0
C00772,62,112.73,3,one-year,electronic_check,0,0
C00773,64,,1,month-to-month,card,0,0
C00774,8,41.1,1,month-to-month,,1,1
C00775,55,37.08,1,one-year,electronic_check,0,0
C00776,57,78.39,1,one-year,electronic_check,0,0
C00777,60,77.63,2,month-to-month,mail,0,0
C00778,72,35.71,1,month-to-month,electronic_check,0,0
C00779,55,45.37,0,one-year,electronic_check,0,0
C00780,61,83.37,1,month-to-month,bank_transfer,0,0
C00781,51,84.43,0,two-year,mail,0,0
C00782,22,53.92,2,month-to-month,electronic_check,0,0
C00783,62,85.56,2,month-to-month,bank_transfer,0,0
C00784,51,84.3,1,month-to-month,card,1,1
C00785,50,25.42,2,month-to-month,card,0,0
C00786,71,62.2,0,two-year,mail,0,0
C00787,53,80.38,3,month-to-month,bank_transfer,0,0
C00788,25,55.67,2,one-year,mail,0,0
C00789,22,16.53,1,two-year,card,0,0
C00790,24,62.92,2,two-year,card,0,0
C00791,13,88.8,1,month-to-month,bank_transfer,1,1
C00792,6,109.51,1,month-to-month,card,0,0
C00793,55,15.23,1,month-to-month,card,1,1
C00794,57,135.33,0,month-to-month,card,1,1
C00795,12,41.82,2,two-year,card,0,0
C00796,29,93.92,1,one-year,card,0,0
C00797,67,100.85,1,month-to-month,electronic_check,1,1
C00798,61,94.58,2,month-to-month,mail,0,0
C00799,43,73.74,1,one-year,electronic_check,0,0
C00800,70,40.96,0,one-year,electronic_check,0,0
C00801,24,85.66,1,month-to-month,mail,1,1
C00802,61,52.12,0,one-year,mail,0,0
C00803,68,15.0,2,month-to-month,mail,0,0
C00804,43,140.72,2,month-to-month,mail,0,0
C00805,12,87.7,2,month-to-month,card,1,1
C00806,22,115.45,1,two-year,bank_transfer,0,0
C00807,38,47.21,1,month-to-month,mail,0,0
C00808,21,106.69,1,one-year,mail,0,0
C00809,7,109.75,1,month-to-month,mail,1,1
C00810,13,108.86,2,month-to-month,mail,1,1
C00811,70,69.47,1,one-year,electronic_check,0,0
C00812,28,39.94,1,one-year,mail,0,0
C00813,42,65.57,0,two-year,mail,0,0
C00814,32,15.0,1,month-to-month,electronic_check,0,0
C00815,58,27.45,0,month-to-month,electronic_check,0,0
C00816,8,72.3,0,month-to-month,card,0,0
C00817,21,45.22,2,month-to-month,card,1,1
C00818,43,65.89,3,two-year,card,0,0
C00819,58,67.28,1,month-to-month,card,0,0
C00820,34,118.27,4,month-to-month,bank_transfer,1,1
C00821,51,102.44,0,month-to-month,bank_transfer,0,0
C00822,58,68.88,2,one-year,bank_transfer,0,0
C00823,47,100.22,0,month-to-month,electronic_check,1,1
C00824,59,50.51,0,month-to-month,card,0,0
C00825,69,,1,one-year,electronic_check,0,0
C00826,16,92.76,2,month-to-month,mail,1,1
C00827,32,38.96,1,two-year,electronic_check,0,0
C00828,17,63.03,1,month-to-month,card,1,1
C00829,30,36.98,1,month-to-month,card,0,0
C00830,1,72.94,0,month-to-month,electronic_check,0,0
C00831,50,110.81,1,two-year,card,0,0
C00832,17,51.2,1,month-to-month,card,1,1
C00833,61,75.65,3,month-to-month,electronic_check,0,0
C00834,52,47.57,2,month-to-month,card,0,0
C00835,25,41.26,0,month-to-month,electronic_check,0,0
C00836,33,39.1,1,month-to-month,electronic_check,0,0
C00837,49,106.37,0,two-year,bank_transfer,0,0
C00838,31,129.06,3,two-year,bank_transfer,0,0
C00839,16,82.08,1,month-to-month,card,0,0
C00840,4,52.09,0,two-year,card,0,0
C00841,40,87.62,2,month-to-month,bank_transfer,0,0
C00842,39,61.64,1,one-year,card,0,0
C00843,56,90.03,0,month-to-month,mail,0,0
C00844,10,77.27,2,month-to-month,mail,0,0
C00845,5,76.99,2,month-to-month,electronic_check,0,0
C00846,54,85.18,3,month-to-month,bank_transfer,0,0
C00847,53,55.51,1,two-year,,0,0
C00848,58,59.89,2,month-to-month,mail,0,0
C00849,2,26.97,1,month-to-month,mail,0,0
C00850,48,58.95,4,month-to-month,mail,0,0
C00851,70,,1,one-year,card,0,0
C00852,55,66.38,2,month-to-month,electronic_check,0,0
C00853,34,46.06,1,month-to-month,card,0,0
C00854,35,72.53,0,month-to-month,card,0,0
C00855,30,81.33,1,two-year,bank_transfer,0,0
C00856,4,34.5,3,month-to-month,mail,0,0
C00857,52,49.67,2,month-to-month,mail,1,1
C00858,39,46.42,1,one-year,bank_transfer,0,0
C00859,38,88.66,1,month-to-month,electronic_check,0,0
C00860,68,112.66,1,one-year,mail,0,0
C00861,53,91.29,2,two-year,electronic_check,0,0
C00862,70,61.26,2,one-year,bank_transfer,0,0
C00863,7,,3,month-to-month,mail,1,1
C00864,69,32.15,0,two-year,,0,0
C00865,41,107.48,3,month-to-month,bank_transfer,1,1
C00866,29,53.59,1,month-to-month,electronic_check,0,0
C00867,41,15.0,1,two-year,card,0,0
C00868,3,136.27,0,two-year,card,1,1
C00869,68,,1,one-year,bank_transfer,0,0
C00870,46,44.2,3,month-to-month,card,1,1
C00871,3,74.23,3,month-to-month,electronic_check,0,0
C00872,66,64.64,0,month-to-month,mail,0,0
C00873,33,72.56,0,month-to-month,card,0,0
C00874,9,32.92,1,one-year,card,0,0
C00875,46,52.96,2,month-to-month,card,0,0
C00876,5,81.7,3,two-year,card,0,0
C00877,40,75.57,3,one-year,electronic_check,0,0
C00878,55,99.98,2,one-year,electronic_check,1,1
C00879,6,,0,two-year,mail,0,0
C00880,57,128.73,0,month-to-month,card,0,0
C00881,43,52.11,0,one-year,mail,0,0
C00882,24,76.48,1,month-to-month,mail,1,1
C00883,16,22.09,1,month-to-month,bank_transfer,0,0
C00884,1,38.67,2,one-year,electronic_check,1,1
C00885,15,103.21,0,month-to-month,bank_transfer,0,0
C00886,21,,0,two-year,card,0,0
C00887,64,83.27,1,two-year,mail,0,0
C00888,37,68.46,2,two-year,card,0,0
C00889,15,43.89,1,month-to-month,mail,1,1
C00890,54,61.29,5,month-to-month,mail,1,1
C00891,33,57.14,1,month-to-month,bank_transfer,1,1
C00892,61,57.82,2,month-to-month,mail,0,0
C00893,55,88.84,0,month-to-month,mail,0,0
C00894,68,86.31,1,one-year,card,0,0
C00895,51,55.56,1,two-year,electronic_check,0,0
C00896,8,47.32,1,month-to-month,card,0,0
C00897,40,77.06,1,two-year,card,0,0
C00898,31,67.5,1,month-to-month,card,0,0
C00899,59,95.71,2,two-year,bank_transfer,0,0
C00900,12,136.38,1,two-year,electronic_check,0,0
C00901,34,91.07,0,one-year,card,0,0
C00902,60,69.13,1,two-year,electronic_check,0,0
C00903,45,65.7,1,one-year,bank_transfer,0,0
C00904,3,48.58,2,one-year,mail,0,0
C00905,59,47.33,1,month-to-month,electronic_check,1,1
C00906,27,44.91,1,month-to-month,electronic_check,0,0
C00907,49,60.12,1,month-to-month,mail,0,0
C00908,48,59.32,0,two-year,card,0,0
C00909,47,88.59,2,month-to-month,,0,0
C00910,31,60.03,1,one-year,electronic_check,0,0
C00911,30,65.06,1,month-to-month,electronic_check,1,1
C00912,8,39.54,1,one-year,card,0,0
C00913,41,111.11,2,two-year,electronic_check,0,0
C00914,21,82.67,2,one-year,bank_transfer,1,1
C00915,29,114.72,1,month-to-month,electronic_check,1,1
C00916,13,89.92,2,one-year,mail,1,1
C00917,54,107.24,2,month-to-month,electronic_check,0,0
C00918,67,63.79,3,two-year,electronic_check,0,0
C00919,28,87.93,3,month-to-month,bank_transfer,0,0
C00920,31,137.64,0,month-to-month,electronic_check,1,1
C00921,34,,0,two-year,electronic_check,0,0
C00922,6,99.41,1,two-year,card,0,0
C00923,55,112.45,3,two-year,bank_transfer,0,0
C00924,64,80.53,1,month-to-month,bank_transfer,0,0
C00925,37,89.13,1,one-year,mail,0,0
C00926,5,,1,two-year,bank_transfer,0,0
C00927,25,53.24,0,one-year,card,0,0
C00928,12,80.44,2,month-to-month,mail,1,1
C00929,60,47.8,0,month-to-month,mail,0,0
C00930,58,52.72,1,month-to-month,mail,0,0
C00931,28,54.21,1,month-to-month,electronic_check,1,1
C00932,28,66.34,1,month-to-month,bank_transfer,1,1
C00933,61,73.74,5,month-to-month,card,0,0
C00934,7,81.58,1,one-year,bank_transfer,1,1
C00935,57,33.73,0,two-year,,0,0
C00936,70,120.67,0,month-to-month,bank_transfer,0,0
C00937,33,99.59,0,month-to-month,bank_transfer,0,0
C00938,55,88.59,1,two-year,mail,0,0
C00939,52,60.84,1,two-year,electronic_check,0,0
C00940,65,67.72,0,two-year,bank_transfer,0,0
C00941,3,84.03,1,month-to-month,electronic_check,0,0
C00942,51,80.54,1,one-year,mail,0,0
C00943,29,26.97,1,one-year,electronic_check,0,0
C00944,62,88.98,2,month-to-month,electronic_check,1,1
C00945,62,144.71,2,month-to-month,bank_transfer,0,0
C00946,21,22.67,0,two-year,mail,0,0
C00947,42,95.49,2,month-to-month,electronic_check,0,0
C00948,36,79.46,2,month-to-month,mail,0,0
C00949,41,67.14,2,month-to-month,card,0,0
C00950,60,105.18,0,one-year,electronic_check,0,0
C00951,48,39.66,1,month-to-month,card,0,0
C00952,55,74.18,1,one-year,electronic_check,0,0
C00953,49,107.55,3,month-to-month,electronic_check,0,0
C00954,19,64.95,1,month-to-month,card,0,0
C00955,43,59.27,1,month-to-month,mail,0,0
C00956,28,72.95,1,month-to-month,electronic_check,0,0
C00957,31,58.58,1,two-year,card,0,0
C00958,9,109.73,0,month-to-month,mail,1,1
C00959,14,46.7,0,one-year,mail,0,0
C00960,25,92.42,2,two-year,card,1,1
C00961,22,37.83,2,month-to-month,bank_transfer,1,1
C00962,46,87.19,2,month-to-month,electronic_check,0,0
C00963,22,67.31,1,month-to-month,electronic_check,0,0
C00964,18,15.0,4,month-to-month,electronic_check,1,1
C00965,32,69.85,1,two-year,bank_transfer,0,0
C00966,41,42.58,1,month-to-month,mail,0,0
C00967,72,58.58,1,one-year,electronic_check,0,0
C00968,37,109.54,0,month-to-month,card,1,1
C00969,26,,2,month-to-month,bank_transfer,0,0
C00970,24,42.75,2,month-to-month,card,0,0
C00971,33,107.02,2,two-year,mail,0,0
C00972,67,72.98,2,one-year,card,0,0
C00973,27,109.62,0,one-year,bank_transfer,0,0
C00974,18,78.32,1,month-to-month,card,0,0
C00975,42,47.32,3,month-to-month,bank_transfer,0,0
C00976,56,68.3,1,two-year,bank_transfer,1,1
C00977,69,101.6,2,one-year,electronic_check,0,0
C00978,21,94.19,1,one-year,card,0,0
C00979,65,70.02,1,month-to-month,card,0,0
C00980,62,,2,month-to-month,card,0,0
C00981,28,67.11,0,two-year,mail,1,1
C00982,25,55.13,1,month-to-month,card,0,0
C00983,20,119.65,2,month-to-month,electronic_check,1,1
C00984,23,70.18,2,one-year,mail,1,1
C00985,64,40.93,0,month-to-month,mail,0,0
C00986,23,57.74,3,one-year,bank_transfer,0,0
C00987,36,88.67,1,one-year,card,0,0
C00988,68,86.49,2,month-to-month,electronic_check,0,0
C00989,50,66.48,2,month-to-month,electronic_check,1,1
C00990,10,52.82,1,month-to-month,electronic_check,1,1
C00991,6,70.61,0,month-to-month,card,0,0
C00992,17,26.98,2,month-to-month,mail,0,0
C00993,63,36.54,2,month-to-month,card,0,0
C00994,17,90.53,3,month-to-month,,1,1
C00995,23,57.68,1,month-to-month,bank_transfer,1,1
C00996,39,79.64,2,month-to-month,electronic_check,0,0
C00997,36,101.31,1,one-year,bank_transfer,0,0
C00998,6,86.7,1,month-to-month,bank_transfer,1,1
C00999,15,70.53,0,month-to-month,electronic_check,1,1
C01000,72,124.7,2,one-year,bank_transfer,0,0
C01001,31,87.16,3,one-year,bank_transfer,1,1
C01002,21,60.89,1,one-year,electronic_check,0,0
C01003,60,88.82,3,one-year,card,0,0
C01004,34,80.48,2,month-to-month,mail,1,1
C01005,60,48.0,3,two-year,electronic_check,0,0
C01006,12,71.88,1,one-year,electronic_check,1,1
C01007,35,65.76,0,month-to-month,bank_transfer,0,0
C01008,59,19.46,2,one-year,mail,0,0
C01009,56,65.57,1,one-year,bank_transfer,0,0
C01010,49,62.72,0,one-year,mail,0,0
C01011,33,58.73,0,month-to-month,mail,1,1
C01012,60,27.72,1,one-year,mail,0,0
C01013,27,60.88,4,one-year,electronic_check,1,1
C01014,48,68.98,0,one-year,mail,0,0
C01015,40,72.62,1,month-to-month,electronic_check,0,0
C01016,22,40.82,0,month-to-month,bank_transfer,0,0
C01017,15,86.26,3,two-year,mail,0,0
C01018,39,38.76,3,month-to-month,electronic_check,0,0
C01019,23,64.25,0,one-year,mail,0,0
C01020,38,103.54,2,month-to-month,card,1,1
C01021,51,52.21,1,one-year,card,0,0
C01022,58,56.87,1,one-year,bank_transfer,0,0
C01023,56,97.58,1,one-year,mail,0,0
C01024,37,60.13,4,two-year,bank_transfer,0,0
C01025,5,62.37,1,month-to-month,electronic_check,0,0
C01026,13,75.68,1,month-to-month,card,1,1
C01027,53,96.96,1,month-to-month,electronic_check,0,0
C01028,43,15.0,0,month-to-month,mail,0,0
C01029,59,48.72,4,month-to-month,bank_transfer,0,0
C01030,36,44.13,2,two-year,mail,0,0
C01031,33,42.14,0,month-to-month,bank_transfer,0,0
C01032,18,48.06,0,one-year,electronic_check,0,0
C01033,5,48.46,3,one-year,electronic_check,0,0
C01034,11,77.73,1,month-to-month,mail,1,1
C01035,50,47.2,0,month-to-month,card,0,0
C01036,42,73.14,1,month-to-month,card,0,0
C01037,18,80.29,1,month-to-month,electronic_check,0,0
C01038,27,51.3,1,month-to-month,bank_transfer,1,1
C01039,47,73.35,3,one-year,bank_transfer,0,0
C01040,28,111.94,1,one-year,mail,0,0
C01041,28,78.25,1,month-to-month,electronic_check,1,1
C01042,20,53.68,0,month-to-month,card,1,1
C01043,46,68.34,0,two-year,electronic_check,0,0
C01044,65,46.55,0,month-to-month,electronic_check,0,0
C01045,19,76.93,1,month-to-month,electronic_check,0,0
C01046,21,92.06,2,one-year,card,0,0
C01047,35,49.05,2,one-year,card,0,0
C01048,14,64.65,2,two-year,bank_transfer,0,0
C01049,38,98.43,1,month-to-month,electronic_check,0,0
C01050,64,57.29,1,one-year,electronic_check,0,0
C01051,46,74.8,2,month-to-month,bank_transfer,0,0
C01052,12,43.85,2,month-to-month,card,0,0
C01053,15,49.08,1,month-to-month,electronic_check,0,0
C01054,6,56.91,2,month-to-month,mail,0,0
C01055,70,124.41,1,month-to-month,electronic_check,0,0
C01056,25,59.77,3,month-to-month,card,0,0
C01057,21,56.75,1,one-year,electronic_check,1,1
C01058,62,55.92,1,one-year,mail,0,0
C01059,23,65.86,0,month-to-month,electronic_check,0,0
C01060,17,86.4,1,month-to-month,bank_transfer,0,0
C01061,19,74.74,3,one-year,,0,0
C01062,29,121.45,0,month-to-month,bank_transfer,1,1
C01063,5,75.34,1,month-to-month,mail,1,1
C01064,47,,0,two-year,bank_transfer,0,0
C01065,31,76.92,1,month-to-month,mail,0,0
C01066,70,85.14,0,month-to-month,electronic_check,0,0
C01067,56,33.91,2,one-year,mail,0,0
C01068,28,66.82,2,month-to-month,card,0,0
C01069,52,68.28,0,month-to-month,mail,0,0
C01070,59,63.93,1,one-year,card,1,1
C01071,15,16.18,0,one-year,bank_transfer,0,0
C01072,12,92.02,3,two-year,card,0,0
C01073,10,,2,month-to-month,mail,1,1
C01074,4,,0,month-to-month,electronic_check,1,1
C01075,24,63.62,0,month-to-month,electronic_check,0,0
C01076,58,64.3,1,month-to-month,card,0,0
C01077,56,80.18,3,month-to-month,card,0,0
C01078,28,38.22,3,month-to-month,bank_transfer,0,0
C01079,36,46.72,1,month-to-month,electronic_check,0,0
C01080,56,77.27,1,month-to-month,card,0,0
C01081,67,73.64,0,month-to-month,mail,0,0
C01082,21,60.58,2,one-year,electronic_check,0,0
C01083,48,55.65,0,one-year,electronic_check,0,0
C01084,43,49.14,2,month-to-month,card,1,1
C01085,45,68.54,1,one-year,mail,0,0
C01086,58,99.52,1,month-to-month,card,0,0
C01087,56,,2,month-to-month,card,0,0
C01088,29,108.08,1,month-to-month,electronic_check,0,0
C01089,55,91.1,2,one-year,mail,1,1
C01090,4,58.68,1,two-year,mail,0,0
C01091,25,89.58,1,two-year,mail,1,1
C01092,16,33.35,2,month-to-month,bank_transfer,0,0
C01093,19,,1,one-year,electronic_check,0,0
C01094,65,37.76,4,month-to-month,,1,1
C01095,32,59.76,2,one-year,mail,0,0
C01096,6,61.86,0,two-year,mail,0,0
C01097,36,57.12,2,one-year,card,1,1
C01098,5,72.49,2,month-to-month,electronic_check,0,0
C01099,11,16.62,2,month-to-month,bank_transfer,1,1
C01100,28,82.38,3,month-to-month,mail,0,0
C01101,32,34.52,0,one-year,card,0,0
